澳元	A$
阿联酋迪拉姆	AED
阿富汗 阿富汗尼	AFN
阿尔巴尼亚列克	ALL
荷属安的列斯盾	ANG
阿根廷比索	ARS
澳元	AUD
阿鲁巴盾	AWG
阿塞拜疆马纳特	AZN
波斯尼亚和黑塞哥维那可兑换马克	BAM
巴巴多斯元	BBD
保加利亚列弗	BGN
百慕大元	BMD
文莱达鲁萨兰国元	BND
玻利维亚玻利维亚诺	BOB
巴西雷亚尔	BRL
巴哈马元	BSD
博茨瓦纳普拉	BWP
白俄罗斯卢布	BYN
伯利兹元	BZD
加元	CAD$
加元	CAD
瑞士法郎	CHF
智利比索	CLP
人民币	CNY
哥伦比亚比索	COP
哥斯达黎加科隆	CRC
古巴比索	CUP
捷克克朗	CZK
丹麦克朗	DKK
多米尼加共和国比索	DOP
埃及镑	EGP
欧元成员国	EUR
斐济元	FJD
福克兰群岛（马尔维纳斯）镑	FKP
英镑	GBP
根西岛镑	GGP
加纳塞地	GHS
直布罗陀镑	GIP
危地马拉格查尔	GTQ
圭亚那元	GYD
港元	HK＄
港元	HKD
洪都拉斯伦皮拉	HNL
克罗地亚库纳	HRK
匈牙利福林	HUF
印尼盾	IDR
以色列谢克尔	ILS
马恩岛英镑	IMP
印度卢比	INR
伊朗里亚尔	IRR
冰岛克朗	ISK
日元	J￥
泽西镑	JEP
牙买加元	JMD
日元	JPY￥
日元	JPY
吉尔吉斯斯坦索姆	KGS
柬埔寨瑞尔	KHR
朝鲜元	KPW
韩元	KRW
韩元	KRW
开曼群岛元	KYD
哈萨克斯坦腾格	KZT
老挝基普	LAK
黎巴嫩镑	LBP
斯里兰卡卢比	LKR
利比里亚元	LRD
马其顿代纳尔	MKD
摩洛哥迪拉姆	MNT
蒙古图格里克	MNT
毛里求斯卢比	MUR
墨西哥比索	MXN
马来西亚令吉	MYR
莫桑比克梅蒂卡尔	MZN
纳米比亚元	NAD
尼日利亚奈拉	NGN
尼加拉瓜科尔多瓦	NIO
挪威克朗	NOK
尼泊尔卢比	NPR
新西兰元	NZD
阿曼里亚尔	OMR
巴拿马巴尔博亚	PAB
秘鲁索尔	PEN
菲律宾比索	PHP
巴基斯坦卢比	PKR
波兰兹罗提	PLN
巴拉圭瓜拉尼	PYG
卡塔尔里亚尔	QAR
罗马尼亚列伊	RON
塞尔维亚第纳尔	RSD
俄罗斯卢布	RUB
沙特阿拉伯里亚尔	SAR
所罗门群岛元	SBD
塞舌尔卢比	SCR
瑞典克朗	SEK
新加坡元	SGD
圣赫勒拿镑	SHP
索马里先令	SOS
苏里南元	SRD
萨尔瓦多科隆	SVC
叙利亚镑	SYP
泰铢	THB
土耳其里拉	TRY
特立尼达和多巴哥元	TTD
图瓦卢元	TVD
新台币	TWD
乌克兰格里夫纳	UAH
美元	USD
乌拉圭比索	UYU
乌兹别克斯坦索姆	UZS
委内瑞拉玻利瓦尔	VEF
越南东	VND
东加勒比元	XCD
也门里亚尔	YER
南非兰特	ZAR
津巴布韦元	ZWD
